published,category,kicker,title,description,matched_groups,matched_terms,url,local_digest
2018-08-16,Biology,neuroscience,‘Functional Fingerprint’ May Identify Brains Over a Lifetime,"A unique neurological “functional fingerprint” allows scientists to explore the influence of genetics, environment and aging on brain connectivity.",networks_graphs_connectivity,connect;connectivity,https://www.quantamagazine.org/functional-fingerprint-may-identify-brains-over-a-lifetime-20180816/,
2018-08-15,Mathematics,Insights puzzle,Evolutionary Math and Just-So Stories,"Evolutionary stories like the grandmother hypothesis are easy to construct from mathematical models, but how well do they reflect reality?",collective_biological_systems;ai_prediction_representation,evolution;model;models,https://www.quantamagazine.org/the-evolutionary-math-puzzle-20180815/,
2018-08-14,Biology,Abstractions blog,How Insulin Helped Create Ant Societies,Evolution may have coopted an ancient metabolic mechanism to set social insects on the path toward one of the most puzzling behaviors found in nature.,collective_biological_systems,evolution,https://www.quantamagazine.org/how-insulin-helped-create-ant-societies-20180814/,
2018-08-13,Computer Science,algorithms,Universal Method to Sort Complex Information Found,"The nearest neighbor problem asks where a new point fits into an existing data set. A few researchers set out to prove that there was no universal way to solve it. Instead, they found such a way.",complex_systems_emergence,complex,https://www.quantamagazine.org/universal-method-to-sort-complex-information-found-20180813/,
2018-08-01,Computer Science,2018 Fields Medal and Nevanlinna Prize,A Poet of Computation Who Uncovers Distant Truths,The theoretical computer scientist Constantinos Daskalakis has won the Rolf Nevanlinna Prize for explicating core questions in game theory and machine learning.,ai_prediction_representation,machine learning,https://www.quantamagazine.org/a-poet-of-computation-who-uncovers-distant-truths-20180801/,
2018-08-01,Mathematics,2018 Fields Medal and Nevanlinna Prize,A Master of Numbers and Shapes Who Is Rewriting Arithmetic,The 30-year-old math sensation Peter Scholze is now one of the youngest Fields medalists for “the revolution that he launched in arithmetic geometry.”,collective_biological_systems,evolution,https://www.quantamagazine.org/peter-scholze-becomes-one-of-the-youngest-fields-medalists-ever-20180801/,
2018-08-01,Mathematics,2018 Fields Medal and Nevanlinna Prize,An Innovator Who Brings Order to an Infinitude of Equations,"The mathematician Caucher Birkar was born on a subsistence farm and raised in the middle of the brutal war between Iran and Iraq. After fleeing to England, he has gone on to impose order on a wild landscape of mathematical equations.",complex_systems_emergence,order,https://www.quantamagazine.org/caucher-birkar-who-fled-war-and-found-asylum-wins-fields-medal-20180801/,
2018-08-01,Mathematics,2018 Fields Medal and Nevanlinna Prize,A Traveler Who Finds Stability in the Natural World,The mathematician Alessio Figalli is rarely in one place for very long. But his work has established the stability of everything from crystals to weather fronts by using concepts derived from Napoleonic fortifications.,flow_transport_waves,weather,https://www.quantamagazine.org/a-traveler-who-finds-stability-in-the-natural-world-20180801/,
2018-07-26,Uncategorized,Abstractions blog,Swarming Bacteria Create an ‘Impossible’ Superfluid,Researchers explore a loophole that extracts useful energy from a fluid’s seemingly random motion. The secret? Sugar and asymmetry.,flow_transport_waves;collective_biological_systems;randomness_statistical_physics,bacteria;fluid;random;swarm,https://www.quantamagazine.org/swarming-bacteria-create-an-impossible-superfluid-20180726/,
2018-07-23,Computer Science,Abstractions blog,How Artificial Intelligence Can Supercharge the Search for New Particles,"In the hunt for new fundamental particles, physicists have always had to make assumptions about how the particles will behave. New machine learning algorithms don’t.",ai_prediction_representation,artificial intelligence;machine learning,https://www.quantamagazine.org/how-artificial-intelligence-can-supercharge-the-search-for-new-particles-20180723/,
2018-07-18,Physics,Q&A,Three Major Physics Discoveries and Counting,Sau Lan Wu spent decades working to establish the Standard Model of particle physics. Now she’s searching for what lies beyond it.,ai_prediction_representation,model,https://www.quantamagazine.org/sau-lan-wus-three-major-physics-discoveries-and-counting-20180718/,
2018-07-17,Uncategorized,Abstractions blog,"Why Nature Prefers Couples, Even for Yeast","Some species have the equivalent of many more than two sexes, but most do not. A new model suggests the reason depends on how often they mate.",ai_prediction_representation,model,https://www.quantamagazine.org/why-nature-prefers-couples-even-for-yeast-20180717/,
2018-07-16,Computer Science,Abstractions blog,A Short Guide to Hard Problems,"What’s easy for a computer to do, and what’s almost impossible? Those questions form the core of computational complexity. We present a map of the landscape.",complex_systems_emergence,complex;complexity,https://www.quantamagazine.org/a-short-guide-to-hard-problems-20180716/,
2018-07-11,Uncategorized,geophysics,The Hunt for Earth’s Deep Hidden Oceans,Water-bearing minerals reveal that Earth’s mantle could hold more water than all its oceans. Researchers now ask: Where did it all come from?,flow_transport_waves,geophysics;ocean,https://www.quantamagazine.org/the-hunt-for-earths-deep-hidden-oceans-20180711/,
2018-07-10,Biology,neuroscience,"To Make Sense of the Present, Brains May Predict the Future","A controversial theory suggests that perception, motor control, memory and other brain functions all depend on comparisons between ongoing actual experiences and the brain’s modeled expectations.",ai_prediction_representation,model;predict,https://www.quantamagazine.org/to-make-sense-of-the-present-brains-may-predict-the-future-20180710/,
2018-07-05,Biology,Abstractions blog,What Is the Sun Made Of and When Will It Die?,"If and when physicists are able to pin down the metal content of the sun, that number could upend much of what we thought we knew about the evolution and life span of stars.",collective_biological_systems,evolution,https://www.quantamagazine.org/what-is-the-sun-made-of-and-when-will-it-die-20180705/,
2018-06-27,Mathematics,fluid dynamics,Mathematicians Tame Turbulence in Flattened Fluids,"By squeezing fluids into flat sheets, researchers can get a handle on the strange ways that turbulence feeds energy into a system instead of eating it away.",flow_transport_waves,fluid;fluids;turbulence,https://www.quantamagazine.org/mathematicians-tame-turbulence-in-flattened-fluids-20180627/,
2018-06-26,Mathematics,mathematical biology,Mathematics Shows How to Ensure Evolution,New results emerging from graph theory prove that the way a population is organized can guarantee the eventual triumph of natural selection — or permanently thwart it.,networks_graphs_connectivity;collective_biological_systems;human_social_mobility_proxy,evolution;graph;population,https://www.quantamagazine.org/mathematics-shows-how-to-ensure-evolution-20180626/,
2018-06-21,Computer Science,computational complexity,"Finally, a Problem That Only Quantum Computers Will Ever Be Able to Solve",Computer scientists have been searching for years for a type of problem that a quantum computer can solve but that any possible future classical computer cannot. Now they’ve found one.,complex_systems_emergence,complex;complexity,https://www.quantamagazine.org/finally-a-problem-that-only-quantum-computers-will-ever-be-able-to-solve-20180621/,
2018-06-20,Biology,genomics,Theory Suggests That All Genes Affect Every Complex Trait,"The more closely geneticists look at complex traits and diseases, the harder it gets to find active genes that don’t play some part in them.",complex_systems_emergence;human_social_mobility_proxy,complex;disease,https://www.quantamagazine.org/omnigenic-model-suggests-that-all-genes-affect-every-complex-trait-20180620/,
2018-06-19,Mathematics,Q&A,Her Key to Modeling Brains: Ignore the Right Details,"Being able to think like a physicist helps Carina Curto, a mathematician-turned-neuroscientist, pull insights about the human brain out of theoretical models.",ai_prediction_representation,model;models,https://www.quantamagazine.org/mathematician-carina-curto-thinks-like-a-physicist-to-solve-neuroscience-problems-20180619/,
2018-06-14,Biology,neuroscience,Brains May Teeter Near Their Tipping Point,"In a renewed attempt at a grand unified theory of brain function, physicists now argue that brains optimize performance by staying near — though not exactly at — the critical point between two phases.",complex_systems_emergence,critical;tipping,https://www.quantamagazine.org/brains-may-teeter-near-their-tipping-point-20180614/,
2018-06-11,Physics,Q&A,The Physics of Glass Opens a Window Into Biology,The physicist Lisa Manning studies the dynamics of glassy materials to understand embryonic development and disease.,human_social_mobility_proxy,disease,https://www.quantamagazine.org/the-physics-of-glass-opens-a-window-into-biology-20180611/,
2018-06-07,Uncategorized,geophysics,Why Earth’s Cracked Crust May Be Essential for Life,Life needs more than water alone. Recent discoveries suggest that plate tectonics has played a critical role in nourishing life on Earth. The findings carry major consequences for the search for life elsewhere in the universe.,flow_transport_waves;complex_systems_emergence,critical;geophysics,https://www.quantamagazine.org/why-earths-cracked-crust-may-be-essential-for-life-20180607/,
2018-06-04,Mathematics,Quantized Columns,There Are No Laws of Physics. There’s Only the Landscape.,"Scientists seek a single description of reality. But modern physics allows for many different descriptions, many equivalent to one another, connected through a vast landscape of mathematical possibility.",networks_graphs_connectivity,connect;connected,https://www.quantamagazine.org/there-are-no-laws-of-physics-theres-only-the-landscape-20180604/,
2018-06-01,Physics,Abstractions blog,Evidence Found for a New Fundamental Particle,"An experiment at the Fermi National Accelerator Laboratory near Chicago has detected far more electron neutrinos than predicted — a possible harbinger of a revolutionary new elementary particle called the sterile neutrino, though many physicists remain skeptical.",collective_biological_systems;ai_prediction_representation,evolution;predict,https://www.quantamagazine.org/evidence-found-for-a-new-fundamental-particle-20180601/,
2018-05-29,Biology,ecology,Cores From Coral Reefs Hold Secrets of the Seas’ Past and Future,"Layered deposits of coral skeletons hold vast stores of environmental data from thousands of years ago, including annual records of ocean temperatures, water pollution and storm activity.",flow_transport_waves;collective_biological_systems,ecology;ocean,https://www.quantamagazine.org/cores-from-coral-reefs-hold-secrets-of-the-seas-past-and-future-20180529/,
2018-05-22,Biology,Abstractions blog,How Brain Waves Surf Sound Waves to Process Speech,"By paying more attention to behaviors, and not just the activity of neurons, two researchers critical of most neuroscience learned how brains make sense of spoken language.",flow_transport_waves;complex_systems_emergence,critical;wave;waves,https://www.quantamagazine.org/neuroscience-critics-learn-how-brain-waves-link-to-speech-20180522/,
2018-05-15,Computer Science,Q&A,"To Build Truly Intelligent Machines, Teach Them Cause and Effect","Judea Pearl, a pioneering figure in artificial intelligence, argues that AI has been stuck in a decades-long rut. His prescription for progress? Teach machines to understand the question why.",ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/to-build-truly-intelligent-machines-teach-them-cause-and-effect-20180515/,
2018-05-14,Mathematics,prime numbers,A Chemist Shines Light on a Surprising Prime Number Pattern,"When a crystallographer treated prime numbers as a system of particles, the resulting diffraction pattern created a new view of existing conjectures in number theory.",networks_graphs_connectivity,graph,https://www.quantamagazine.org/a-chemist-shines-light-on-a-surprising-prime-number-pattern-20180514/,
2018-05-10,Biology,immunology,Vaccines Are Pushing Pathogens to Evolve,"Just as antibiotics have bred resistance in bacteria, vaccines can potentially lose their effectiveness over diseases they controlled. Researchers are working to head off the evolution of new threats.",collective_biological_systems;human_social_mobility_proxy,bacteria;disease;evolution,https://www.quantamagazine.org/vaccines-are-pushing-pathogens-to-evolve-20180510/,
2018-05-09,Biology,Abstractions blog,Artificial Neural Nets Grow Brainlike Navigation Cells,"Faced with a navigational challenge, neural networks spontaneously evolved units resembling the grid cells that help living animals find their way.",networks_graphs_connectivity;collective_biological_systems;ai_prediction_representation,cell;cells;network;networks;neural network;neural networks,https://www.quantamagazine.org/artificial-neural-nets-grow-brainlike-navigation-cells-20180509/,
2018-05-07,Biology,ecology,A Thermodynamic Answer to Why Birds Migrate,New modeling studies suggest that birds migrate to strike a favorable balance between their input and output of energy.,collective_biological_systems;ai_prediction_representation,ecology;model,https://www.quantamagazine.org/a-thermodynamic-answer-to-why-birds-migrate-20180507/,
2018-05-03,Mathematics,Abstractions blog,"Three Decades Later, Mystery Numbers Explained","Zeta values seem to connect distant geometric worlds. In a new proof, mathematicians finally explain why.",networks_graphs_connectivity,connect,https://www.quantamagazine.org/three-decades-later-mystery-numbers-explained-20180503/,
2018-05-02,Biology,cell biology,Cells Talk in a Language That Looks Like Viruses,Disease-causing viruses and message-carrying vesicles sit at the ends of a spectrum of membranous particles that cells release.,collective_biological_systems;human_social_mobility_proxy,cell;cells;disease,https://www.quantamagazine.org/cells-talk-in-a-language-that-looks-like-viruses-20180502/,
2018-04-27,Computer Science,Insights puzzle,Solution: ‘The DNA Computer Program’,"Computer code serves as a useful analogy for what our genes do, but the complexity and messiness of life go well beyond simple analogies and mathematical models.",complex_systems_emergence;ai_prediction_representation,complex;complexity;model;models,https://www.quantamagazine.org/the-dna-computer-program-puzzle-solution-20180427/,
2018-04-26,Biology,developmental biology,"Cell by Cell, Scientists Map the Genetic Steps as Eggs Become Animals","For the first time, researchers have traced the genetic programs that guide the development of each cell in early embryos. Surprisingly, even cells that start out different can end up the same.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/cell-by-cell-scientists-map-the-genetic-steps-as-eggs-become-animals-20180426/,
2018-04-24,Computer Science,computational complexity,First Big Steps Toward Proving the Unique Games Conjecture,The latest in a new series of proofs brings theoretical computer scientists within striking distance of one of the great conjectures of their discipline.,complex_systems_emergence,complex;complexity,https://www.quantamagazine.org/computer-scientists-close-in-on-unique-games-conjecture-proof-20180424/,
2018-04-24,Biology,Abstractions blog,Chronological Clues to Life’s Early History Lurk in Gene Transfers,"To date the branches on the evolutionary tree of life, researchers are looking at horizontal gene transfers among ancient microorganisms, which once seemed only to muddle the record.",collective_biological_systems,evolution,https://www.quantamagazine.org/chronological-clues-to-lifes-early-history-lurk-in-gene-transfers-20180424/,
2018-04-23,Biology,microbiology,Cells Talk and Help One Another via Tiny Tube Networks,"Long-overlooked “tunneling nanotubes” and other bridges between cells act as conduits for sharing RNA, proteins or even whole organelles.",networks_graphs_connectivity;collective_biological_systems,cell;cells;network;networks,https://www.quantamagazine.org/cells-talk-and-help-one-another-via-tiny-tube-networks-20180423/,
2018-04-19,Biology,genomics,How Many Genes Do Cells Need? Maybe Almost All of Them,"An ambitious study in yeast shows that the health of cells depends on the highly intertwined effects of many genes, few of which can be deleted together without consequence.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/how-many-genes-do-cells-need-maybe-almost-all-of-them-20180419/,
2018-04-18,Computer Science,chaos theory,Machine Learning’s ‘Amazing’ Ability to Predict Chaos,"In new computer experiments, artificial-intelligence algorithms can tell the future of chaotic systems.",ai_prediction_representation,machine learning;predict,https://www.quantamagazine.org/machine-learnings-amazing-ability-to-predict-chaos-20180418/,
2018-04-17,Mathematics,graph theory,Decades-Old Graph Problem Yields to Amateur Mathematician,"By making the first progress on the “chromatic number of the plane” problem in over 60 years, an anti-aging pundit has achieved mathematical immortality.",networks_graphs_connectivity,graph,https://www.quantamagazine.org/decades-old-graph-problem-yields-to-amateur-mathematician-20180417/,
2018-04-10,Biology,evolution,The Elusive Calculus of Insects’ Altruism and Kin Selection,"How the ultra-cooperative behavior of ants, bees and other social insects could have evolved continues to challenge formal analysis. But a new theory about hedging bets against nature’s unpredictability may change the math and shift the debate.",collective_biological_systems;ai_prediction_representation,ants;evolution;predict,https://www.quantamagazine.org/the-elusive-calculus-of-insects-altruism-and-kin-selection-20180410/,
2018-04-05,Computer Science,Insights puzzle,How the DNA Computer Program Makes You and Me,"Can a set of simple instructions produce complex, three-dimensional living structures?",complex_systems_emergence,complex,https://www.quantamagazine.org/how-the-dna-computer-program-makes-you-and-me-20180405/,
2018-04-04,Biology,neuroscience,New Brain Maps With Unmatched Detail May Change Neuroscience,A technique based on genetic bar codes can easily map the connections of individual brain cells in unprecedented numbers. Unexpected complexity in the visual system is only the first secret it has revealed.,networks_graphs_connectivity;complex_systems_emergence;collective_biological_systems,cell;cells;complex;complexity;connect,https://www.quantamagazine.org/new-brain-maps-with-unmatched-detail-may-change-neuroscience-20180404/,
2018-04-02,Physics,Abstractions blog,Quantum Correlations Reverse Thermodynamic Arrow of Time,"A recent experiment shows how quantum mechanics can make heat flow from a cold body to a hot one, an apparent (though not real) violation of the second law of thermodynamics.",flow_transport_waves,flow,https://www.quantamagazine.org/quantum-correlations-reverse-thermodynamic-arrow-of-time-20180402/,
2018-03-22,Physics,Quantized Columns,Black Hole Echoes Would Reveal Break With Einstein’s Theory,Gravitational waves have opened up new ways to test the properties of black holes — and Einstein’s theory of gravity along with them.,flow_transport_waves,wave;waves,https://www.quantamagazine.org/black-hole-echoes-would-reveal-break-with-einsteins-theory-20180322/,
2018-03-21,Uncategorized,Abstractions blog,"Complex Animals Led to More Oxygen, Says Maverick Theory","For decades, researchers have commonly assumed that higher oxygen levels led to the sudden diversification of animal life 540 million years ago. But one iconoclast argues the opposite: that new animal behaviors raised oxygen levels and remade the environment.",complex_systems_emergence,complex,https://www.quantamagazine.org/scientist-questions-the-link-between-oxygen-and-cambrian-animal-evolution-20180321/,
2018-03-13,Biology,developmental biology,Brainless Embryos Suggest Bioelectricity Guides Growth,"Researchers are building a case that long before the nervous system works, the brain sends crucial bioelectric signals to guide the growth of embryonic tissues.",human_social_mobility_proxy,city,https://www.quantamagazine.org/brainless-embryos-suggest-bioelectricity-guides-growth-20180313/,
2018-03-08,Mathematics,mathematical physics,"To Test Einstein’s Equations, Poke a Black Hole","Two teams of researchers have made significant progress toward proving the black hole stability conjecture, a critical mathematical test of Einstein’s theory of general relativity.",complex_systems_emergence,critical,https://www.quantamagazine.org/to-test-einsteins-equations-poke-a-black-hole-20180308/,
2018-03-07,Biology,evolution,Oxygen and Stem Cells May Have Reshaped Early Complex Animals,An unlikely team offers a controversial hypothesis about what enabled animal life to get more complex during the Cambrian explosion.,complex_systems_emergence;collective_biological_systems,cell;cells;complex;evolution,https://www.quantamagazine.org/oxygen-and-stem-cells-reshaped-animals-during-the-cambrian-explosion-20180307/,
2018-03-05,Biology,Abstractions blog,New Giant Viruses Further Blur the Definition of Life,A newfound pair of giant viruses have massive genomes and the most complete resources for building proteins ever seen in the viral world. They have refreshed the debate about the origins of these cellular parasites.,collective_biological_systems,cell,https://www.quantamagazine.org/new-giant-viruses-further-blur-the-definition-of-life-20180305/,
2018-03-02,Mathematics,Insights puzzle,Solution: ‘When Probability Meets Real Life’,"When our brains don't have a good intuition for reasoning with numbers, explicit probabilistic thinking can lead to improved decision-making.",randomness_statistical_physics,probability,https://www.quantamagazine.org/the-bayesian-probability-puzzle-solution-20180302/,
2018-03-01,Mathematics,mathematical biology,Why Don’t Patients Get Sick in Sync? Modelers Find Statistical Clues.,"The long, variable times that some diseases incubate after infection defies simple explanation. An idealized model of tumor growth offers a statistical solution.",ai_prediction_representation;human_social_mobility_proxy,disease;model,https://www.quantamagazine.org/disease-modelers-seek-statistical-clues-to-the-timing-of-symptoms-20180301/,
2018-02-27,Computer Science,Q&A,A Statistical Search for Genomic Truths,The computer scientist Barbara Engelhardt develops machine-learning models and methods to scour human genomes for the elusive causes and mechanisms of disease.,ai_prediction_representation;human_social_mobility_proxy,disease;model;models,https://www.quantamagazine.org/barbara-engelhardts-statistical-search-for-genomic-truths-20180227/,
2018-02-26,Computer Science,Abstractions blog,The Simple Algorithm That Ants Use to Build Bridges,"Even with no one in charge, army ants work collectively to build bridges out of their bodies. New research reveals the simple rules that lead to such complex group behavior.",complex_systems_emergence;collective_biological_systems,ants;collective;complex,https://www.quantamagazine.org/the-simple-algorithm-that-ants-use-to-build-bridges-20180226/,
2018-02-22,Biology,genomics,How Cells Pack Tangled DNA Into Neat Chromosomes,"For the first time, researchers see how proteins grab loops of DNA and bundle them for cell division. The discovery also hints at how the genome folds to regulate gene expression.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/how-cells-pack-tangled-dna-into-neat-chromosomes-20180222/,
2018-02-21,Computer Science,artificial intelligence,Why Artificial Intelligence Like AlphaZero Has Trouble With the Real World,The latest artificial intelligence systems start from zero knowledge of a game and grow to world-beating in a matter of hours. But researchers are struggling to apply these systems beyond the arcade.,ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/why-artificial-intelligence-like-alphazero-has-trouble-with-the-real-world-20180221/,
2018-02-15,Uncategorized,network science,Scant Evidence of Power Laws Found in Real-World Networks,A new study challenges one of the most celebrated and controversial ideas in network science.,networks_graphs_connectivity,network;networks,https://www.quantamagazine.org/scant-evidence-of-power-laws-found-in-real-world-networks-20180215/,
2018-02-14,Computer Science,Computer Science,Smart Swarms Seek New Ways to Cooperate,New algorithms show how swarms of very simple robots can be made to work together as a group.,collective_biological_systems,swarm,https://www.quantamagazine.org/smart-swarms-of-robots-seek-better-algorithms-20180214/,
2018-02-13,Physics,nuclear physics,"Neutron Lifetime Puzzle Deepens, but No Dark Matter Seen","Two methods of measuring the neutron's longevity give different answers, creating uncertainty in cosmological models. But no one has a clue what the problem is.",ai_prediction_representation,model;models,https://www.quantamagazine.org/neutron-lifetime-puzzle-deepens-but-no-dark-matter-seen-20180213/,
2018-02-12,Biology,Abstractions blog,Evolution Saves Species From ‘Kill the Winner’ Disasters,"Modelers find evidence that a combination of competition, predation and evolution will push ecosystems toward species diversity anywhere in the universe.",collective_biological_systems;ai_prediction_representation,evolution;model,https://www.quantamagazine.org/evolution-saves-species-from-kill-the-winner-disasters-20180212/,
2018-02-08,Mathematics,Insights puzzle,When Probability Meets Real Life,"When faced with a difficult decision, should you go with your gut or carefully calculate the attendant risks?",randomness_statistical_physics,probability,https://www.quantamagazine.org/the-bayesian-probability-puzzle-20180208/,
2018-02-06,Uncategorized,Abstractions blog,"With Strategic Zaps to the Brain, Scientists Boost Memory",Stimulating part of the cortex as needed during learning tasks improves later recall. The finding reveals more about the brain's memory network and points toward possible therapies.,networks_graphs_connectivity,network,https://www.quantamagazine.org/with-strategic-zaps-to-the-brain-scientists-boost-memory-20180206/,
2018-02-05,Mathematics,Quantized Academy,How Math (and Vaccines) Keep You Safe From the Flu,Simple math shows how widespread vaccination can disrupt the exponential spread of disease and prevent epidemics.,human_social_mobility_proxy,disease;epidemic,https://www.quantamagazine.org/flu-vaccines-and-the-math-of-herd-immunity-20180205/,
2018-01-29,Computer Science,The Future of Quantum Computing,Job One for Quantum Computers: Boost Artificial Intelligence,The fusion of quantum computing and machine learning has become a booming research area. Can it possibly live up to its high expectations?,ai_prediction_representation,artificial intelligence;machine learning,https://www.quantamagazine.org/job-one-for-quantum-computers-boost-artificial-intelligence-20180129/,
2018-01-25,Biology,Abstractions blog,Tissue Engineers Hack Life’s Code for 3-D Folded Shapes,"Mechanical tension between tethered cells cues developing tissues to fold. Researchers can now program synthetic tissue to make coils, cubes and rippling plates.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/tissue-engineers-hack-lifes-code-for-3-d-folded-shapes-20180125/,
2018-01-24,Computer Science,The Future of Quantum Computing,The Era of Quantum Computing Is Here. Outlook: Cloudy,"Quantum computers should soon be able to beat classical computers at certain basic tasks. But before they’re truly powerful, researchers have to overcome a number of fundamental roadblocks.",flow_transport_waves,cloud,https://www.quantamagazine.org/the-era-of-quantum-computing-is-here-outlook-cloudy-20180124/,
2018-01-23,Biology,evolution,"A Domesticated Dingo? No, but Some Are Getting Less Wild","Near an Australian desert mining camp, wild dingoes are losing their fear of humans. Their genetic and behavioral changes may echo those from the domestication of dogs.",collective_biological_systems,evolution,https://www.quantamagazine.org/a-domesticated-dingo-no-but-some-are-getting-less-wild-20180123/,
2018-01-22,Uncategorized,geophysics,Fossil Discoveries Challenge Ideas About Earth’s Start,"A series of fossil finds suggests that life on Earth started earlier than anyone thought, calling into question a widely held theory of the solar system’s beginnings.",flow_transport_waves,geophysics,https://www.quantamagazine.org/fossil-discoveries-challenge-ideas-about-earths-start-20180122/,
2018-01-19,Biology,microbiology,Simpler Math Tames the Complexity of Microbe Networks,The dizzying network of interactions within microbe communities can defy analysis. But a new approach simplifies the math and makes progress possible.,networks_graphs_connectivity;complex_systems_emergence,complex;complexity;network;networks,https://www.quantamagazine.org/simpler-math-tames-the-complexity-of-microbe-networks-20180119/,
2018-01-18,Biology,Q&A,A Neurobiologist Thinks Big — and Small,"By developing new tools for visualizing subcellular structure and activity in molecular detail, Ed Boyden advances on his goal of understanding how the brain works.",collective_biological_systems,cell,https://www.quantamagazine.org/ed-boyden-a-neurobiologist-thinks-big-and-small-20180118/,
2018-01-16,Mathematics,Abstractions blog,What Makes the Hardest Equations in Physics So Difficult?,"The Navier-Stokes equations describe simple, everyday phenomena, like water flowing from a garden hose, yet they provide a million-dollar mathematical challenge.",flow_transport_waves,flow,https://www.quantamagazine.org/what-makes-the-hardest-equations-in-physics-so-difficult-20180116/,
2018-01-11,Biology,Abstractions blog,"With ‘Downsized’ DNA, Flowering Plants Took Over the World",Compact genomes and tiny cells gave flowering plants an edge over competing flora. This discovery hints at a broader evolutionary principle.,flow_transport_waves;collective_biological_systems,ants;cell;cells;evolution;flow,https://www.quantamagazine.org/with-downsized-dna-flowering-plants-took-over-the-world-20180111/,
2018-01-10,Physics,astrophysics,Astronomers Trace Radio Burst to Extreme Cosmic Neighborhood,A mysterious object that repeatedly bursts with ultra-powerful radio waves must live in an extreme environment — something like the one around a supermassive black hole.,flow_transport_waves,wave;waves,https://www.quantamagazine.org/astronomers-trace-radio-burst-to-extreme-cosmic-neighborhood-20180110/,
2018-01-02,Biology,synthetic biology,Is a Bigger Genetic Code Better? Get Ready to Find Out,Evolution settled on a genetic code that uses four letters to name 20 amino acids. Synthetic biologists adding new bases to DNA will be free to improve on nature — if they can.,collective_biological_systems,evolution,https://www.quantamagazine.org/is-a-bigger-genetic-code-better-get-ready-to-find-out-20180102/,
2017-12-21,Mathematics,fluid dynamics,Mathematicians Find Wrinkle in Famed Fluid Equations,"Two mathematicians prove that under certain extreme conditions, the Navier-Stokes equations output nonsense.",flow_transport_waves,fluid,https://www.quantamagazine.org/mathematicians-find-wrinkle-in-famed-fluid-equations-20171221/,
2017-12-13,Uncategorized,Abstractions blog,"New Bird Species Arises From Hybrids, as Scientists Watch","The rapid, unorthodox emergence of a new finch in the Galápagos hints that speciation isn’t rare. New hybrid species may quietly appear and disappear without anyone noticing.",complex_systems_emergence,emergence,https://www.quantamagazine.org/new-bird-species-arises-from-hybrids-as-scientists-watch-20171213/,
2017-12-08,Biology,Insights puzzle,Solution: ‘Triumph or Cooperation in Game Theory and Evolution’,How well does the Nash equilibrium concept from game theory map to the real world?,collective_biological_systems,evolution,https://www.quantamagazine.org/solution-to-game-theory-and-evolution-puzzle-20171208/,
2017-12-05,Biology,Quantized Columns,What Bacteria Can Tell Us About Human Evolution,"To discover our species’ deep history and to shape its future health, we should learn from the microbes that accompanied us on our evolutionary journey.",collective_biological_systems,bacteria;evolution,https://www.quantamagazine.org/what-bacteria-can-tell-us-about-human-evolution-20171205/,
2017-11-30,Uncategorized,physiology,How Bacteria Help Regulate Blood Pressure,Kidneys sniff out signals from gut bacteria for cues to lower blood pressure after meals. Our understanding of how the symbiotic microbes affect health is becoming much more molecular.,collective_biological_systems,bacteria,https://www.quantamagazine.org/how-bacteria-help-regulate-blood-pressure-20171130/,
2017-11-28,Mathematics,Q&A,A Physicist’s Physicist Ponders the Nature of Reality,"Edward Witten reflects on the meaning of dualities in physics and math, emergent space-time, and the pursuit of a complete description of nature.",complex_systems_emergence,emergent,https://www.quantamagazine.org/edward-witten-ponders-the-nature-of-reality-20171128/,
2017-11-22,Biology,molecular biology,Bacteria Sacrifice DNA Repair for Better RNA,Preserving its DNA ought to be a cell’s top priority. But bacteria slow their DNA repair to a crawl in favor of proofreading gene transcripts.,collective_biological_systems,bacteria;cell,https://www.quantamagazine.org/bacteria-sacrifice-dna-repair-for-better-rna-20171122/,
2017-11-16,Biology,Abstractions blog,New Model Warns About CRISPR Gene Drives in the Wild,Two new papers urge caution in using powerful genome-editing technology against invasive species: Models show that aggressive gene drives can’t be contained in the wild.,ai_prediction_representation,model;models,https://www.quantamagazine.org/new-model-warns-about-crispr-gene-drives-in-the-wild-20171116/,
2017-11-15,Biology,genetics,"Choosy Eggs May Pick Sperm for Their Genes, Defying Mendel’s Law","The oldest law of genetics says that gametes combine randomly, but experiments hint that sometimes eggs select sperm actively for their genetic assets.",randomness_statistical_physics,random,https://www.quantamagazine.org/choosy-eggs-may-pick-sperm-for-their-genes-defying-mendels-law-20171115/,
2017-11-13,Uncategorized,Multimedia,Seeing the Beautiful Intelligence of Microbes,"Bacterial biofilms and slime molds are more than crude patches of goo. Detailed time-lapse microscopy reveals how they sense and explore their surroundings, communicate with their neighbors and adaptively reshape themselves.",collective_biological_systems,bacteria;biofilm,https://www.quantamagazine.org/the-beautiful-intelligence-of-bacteria-and-other-microbes-20171113/,
2017-11-09,Biology,Insights puzzle,How to Triumph and Cooperate in Game Theory and Evolution,"In applying game theory to biology and human behavior, have scientists focused too much on competition over cooperation?",collective_biological_systems,evolution,https://www.quantamagazine.org/how-to-triumph-and-cooperate-in-game-theory-and-evolution-20171109/,
